,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,old_index,namematch_source_data,namematch_resource_data,namematch_similarity
747,Auquier,P.H.,,,,,,,"Auquier, P.H.",3,http://id.snsb.info/snsb/collection/462791/563949/241631,597.0,"Auquier, P.H.","Auquier, P.H.",1.0
748,Auriault,R.,,,,,,,"Auriault, R.",2,https://herbarium.bgbm.org/object/B100184649,598.0,"Auriault, R.","Auriault, R.",1.0
752,Ausserdorfer,A.,,,,,,,"Ausserdorfer, A.",43,https://je.jacq.org/JE00015328,602.0,"Ausserdorfer, A.","Ausserdorfer, A.",1.0
755,Austin,C.F.,,,,,,,"Austin, C.F.",1,https://je.jacq.org/JE04006804,605.0,"Austin, C.F.","Austin, C.F.",1.0
769,Awasthi,D.D.,,,,,,,"Awasthi, D.D.",1,https://herbarium.bgbm.org/object/B100240405,615.0,"Awasthi, D.D.","Awasthi, D.D.",1.0
775,Ayala,F.,,,,,,,"Ayala, F.",10,http://id.snsb.info/snsb/collection/502771/624005/281561,618.0,"Ayala, F.","Ayala, F.",1.0
778,Ayensu,E.S.,,,,,,,"Ayensu, E.S.",11,https://herbarium.bgbm.org/object/B100057313,620.0,"Ayensu, E.S.","Ayensu, E.S.",1.0
783,Aytaç,Z.,,,,,,,"Aytaç, Z.",5,http://id.snsb.info/snsb/collection/469064/575367/248016,624.0,"Aytaç, Z.","Aytaç, Z.",1.0
787,Aznavour,G.V.,,,,,,,"Aznavour, G.V.",28,http://id.snsb.info/snsb/collection/455488/556016/234968,626.0,"Aznavour, G.V.","Aznavour, G.V.",1.0
797,Baar,R.,,,,,,,"Baar, R.",1,https://je.jacq.org/JE00019199,634.0,"Baar, R.","Bačar, R.",1.0
800,Babalonas,D.,,,,,,,"Babalonas, D.",4,https://herbarium.bgbm.org/object/B101133577,636.0,"Babalonas, D.","Babalonas, D.",1.0
801,Babcock,E.B.,,,,,,,"Babcock, E.B.",1,https://herbarium.bgbm.org/object/B100277022,637.0,"Babcock, E.B.","Babcock, E.B.",1.0
806,Bacchetta,G.,,,,,,,"Bacchetta, G.",11,http://id.snsb.info/snsb/collection/469355/575658/248307,640.0,"Bacchetta, G.","Bacchetta, G.",1.0
813,Bachmann,F.,,,,,,,"Bachmann, F.",39,https://herbarium.bgbm.org/object/B100841972,646.0,"Bachmann, F.","Bachmann, F.",1.0
818,Backer,C.A.,,,,,,,"Backer, C.A.",6,http://id.snsb.info/snsb/collection/503357/624610/282132,651.0,"Backer, C.A.","Backer, C.A.",1.0
819,Backhouse,J.,,,,,,,"Backhouse, J.",1,https://herbarium.bgbm.org/object/B200115535a,652.0,"Backhouse, J.","Backhouse, J.",1.0
820,Baden,C.,,,,,,,"Baden, C.",4,https://herbarium.bgbm.org/object/B100108518,653.0,"Baden, C.","Baden, C.",1.0
822,Badillo,V.M.,,,,,,,"Badillo, V.M.",11,https://herbarium.bgbm.org/object/B100004085,655.0,"Badillo, V.M.","Badillo, V.M.",1.0
825,Baehr,M.,,,,,,,"Baehr, M.",2,https://herbarium.bgbm.org/object/B180012936,658.0,"Baehr, M.","Baehr, M.",1.0
828,Baenitz,C.G.,,,,,,,"Baenitz, C.G.",283,http://id.snsb.info/snsb/collection/408001/477290/191885,661.0,"Baenitz, C.G.","Baenitz, C.G.",1.0
831,Baesecke,P.,,,,,,,"Baesecke, P.",3,https://herbarium.bgbm.org/object/B101002321,664.0,"Baesecke, P.","Baesecke, P.",1.0
835,Bagheri,A.,,,,,,,"Bagheri, A.",5,http://id.snsb.info/snsb/collection/469377/575680/248329,666.0,"Bagheri, A.","Bagheri, A.",1.0
836,Bagnis,C.,,,,,,,"Bagnis, C.",2,https://herbarium.bgbm.org/object/B700016356,667.0,"Bagnis, C.","Bagnis, C.",1.0
847,Bailey,C.,,,,,,,"Bailey, C.",23,https://herbarium.bgbm.org/object/B100841431,675.0,"Bailey, C.","Bailey, C.",1.0
848,Bailey,F.M.,,,,,,,"Bailey, F.M.",5,http://id.snsb.info/snsb/collection/648626/704296/354330,676.0,"Bailey, F.M.","Bailey, F.M.",1.0
850,Bailey,J.F.,,,,,,,"Bailey, J.F.",1,https://herbarium.bgbm.org/object/B100279608,678.0,"Bailey, J.F.","Bailey, J.F.",1.0
853,Baillargeon,G.,,,,,,,"Baillargeon, G.",12,https://herbarium.bgbm.org/object/B100526365,681.0,"Baillargeon, G.","Baillargeon, G.",1.0
855,Baines,T.,,,,,,,"Baines, T.",3,https://herbarium.bgbm.org/object/B100057214,683.0,"Baines, T.","Baines, T.",1.0
860,Baker,C.F.,,,,,,,"Baker, C.F.",208,http://id.snsb.info/snsb/collection/189814/220392/172182,687.0,"Baker, C.F.","Baker, C.F.",1.0
861,Baker,C.J.,,,,,,,"Baker, C.J.",15,https://je.jacq.org/JE04003121,688.0,"Baker, C.J.","Baker, C.J.",1.0
862,Baker,H.A.,,,,,,,"Baker, H.A.",8,http://id.snsb.info/snsb/collection/18572/27351/18392,689.0,"Baker, H.A.","Baker, H.A.",1.0
863,Baker,J.G.,,,,,,,"Baker, J.G.",3,https://je.jacq.org/JE00018167,690.0,"Baker, J.G.","Baker, J.G.",1.0
865,Baker,M.A.,,,,,,,"Baker, M.A.",1,https://herbarium.bgbm.org/object/B180018899,692.0,"Baker, M.A.","Baker, M.A.",1.0
866,Baker,M.S.,,,,,,,"Baker, M.S.",2,http://id.snsb.info/snsb/collection/478626/589549/259648,693.0,"Baker, M.S.","Baker, M.S.",1.0
868,Baker,R.,,,,,,,"Baker, R.",2,http://id.snsb.info/snsb/collection/653942/711317/359988,695.0,"Baker, R.","Baker, R.",1.0
869,Baker,R.E.D.,,,,,,,"Baker, R.E.D.",1,https://herbarium.bgbm.org/object/B100591550,696.0,"Baker, R.E.D.","Baker, R.E.D.",1.0
873,Balansa,B.,,,,,,,"Balansa, B.",640,http://id.snsb.info/snsb/collection/468939/575242/247891,699.0,"Balansa, B.","Balansa, B.",1.0
877,Balbis,G.B.,,,,,,,"Balbis, G.B.",19,http://id.snsb.info/snsb/collection/455822/556351/235302,703.0,"Balbis, G.B.","Balbis, G.B.",1.0
879,Baldacci,A.,,,,,,,"Baldacci, A.",31,http://id.snsb.info/snsb/collection/119196/177995/120117,705.0,"Baldacci, A.","Baldacci, A.",1.0
880,Baldacci,E.,,,,,,,"Baldacci, E.",1,http://id.snsb.info/snsb/collection/469499/575802/248451,706.0,"Baldacci, E.","Baldacci, E.",1.0
885,Baldini,R.M.,,,,,,,"Baldini, R.M.",4,https://herbarium.bgbm.org/object/B100460296,711.0,"Baldini, R.M.","Baldini, R.M.",1.0
887,Baldwin,D.D.,,,,,,,"Baldwin, D.D.",2,https://je.jacq.org/JE04009876,713.0,"Baldwin, D.D.","Baldwin, D.D.",1.0
896,Balfour,I.B.,,,,,,,"Balfour, I.B.",23,http://id.snsb.info/snsb/collection/491057/603293/272941,719.0,"Balfour, I.B.","Balfour, I.B.",1.0
898,Balfour,J.H.,,,,,,,"Balfour, J.H.",1,https://herbarium.bgbm.org/object/B100721812,721.0,"Balfour, J.H.","Balfour, J.H.",1.0
900,Balkwill,K.,,,,,,,"Balkwill, K.",104,http://id.snsb.info/snsb/collection/17421/26200/17241,723.0,"Balkwill, K.","Balkwill, K.",1.0
903,Ball,J.,,,,,,,"Ball, J.",11,https://herbarium.bgbm.org/object/B100249976,726.0,"Ball, J.","Ball, J.",1.0
905,Ballard,F.,,,,,,,"Ballard, F.",1,https://herbarium.bgbm.org/object/B100526416,728.0,"Ballard, F.","Ballard, F.",1.0
909,Balls,E.K.,,,,,,,"Balls, E.K.",7,https://herbarium.bgbm.org/object/B100068816,732.0,"Balls, E.K.","Balls, E.K.",1.0
911,Bally,P.R.O.,,Ritchie in,,,,,"Bally, P.R.O.",21,http://id.snsb.info/snsb/collection/19737/28516/19557,734.0,"Bally, P.R.O.","Bally, P.R.O.",1.0
915,Balslev,H.,,,,,,,"Balslev, H.",15,https://herbarium.bgbm.org/object/B100001918,736.0,"Balslev, H.","Balslev, H.",1.0
920,Bamberger,J.G.,,,,,,,"Bamberger, J.G.",4,https://herbarium.bgbm.org/object/B100144929,740.0,"Bamberger, J.G.","Bamberger, J.G.",1.0
923,Bamler,G.,,,,,,,"Bamler, G.",42,http://id.snsb.info/snsb/collection/648686/704357/354390,743.0,"Bamler, G.","Bamler, G.",1.0
933,Bang,M.,,,,,,,"Bang, M.",534,http://id.snsb.info/snsb/collection/117761/176561/118824,752.0,"Bang, M.","Bang, M.",1.0
936,Banks,J.,,,,,,,"Banks, J.",11,https://herbarium.bgbm.org/object/B1001855931,755.0,"Banks, J.","Banks, J.",1.0
947,Baranov,P.,,,,,,,"Baranov, P.",1,https://herbarium.bgbm.org/object/B100030613,764.0,"Baranov, P.","Baranov, P.",1.0
949,Baranov,V.,,,,,,,"Baranov, V.",3,https://herbarium.bgbm.org/object/B100127307,766.0,"Baranov, V.","Baranov, V.",1.0
953,Barber,A.,,,,,,,"Barber, A.",1,https://herbarium.bgbm.org/object/B100241774,770.0,"Barber, A.","Barber, A.",1.0
954,Barber,C.A.,,,,,,,"Barber, C.A.",1,http://id.snsb.info/snsb/collection/667515/726096/373750,771.0,"Barber, C.A.","Barber, C.A.",1.0
955,Barber,C.M.,,,,,,,"Barber, C.M.",8,https://herbarium.bgbm.org/object/B100242777,772.0,"Barber, C.M.","Barber, C.M.",1.0
958,Barberá,P.,,,,,,,"Barberá, P.",1,https://herbarium.bgbm.org/object/B101135646,774.0,"Barberá, P.","Barberá, P.",1.0
960,Barbey,W.,,,,,,,"Barbey, W.",6,http://id.snsb.info/snsb/collection/490767/603003/272651,776.0,"Barbey, W.","Barbey, W.",1.0
967,Barbosa,L.A.G.,,,,,,,"Barbosa, L.A.G.",2,http://id.snsb.info/snsb/collection/652935/709656/358646,782.0,"Barbosa, L.A.G.","Barbosa, L.A.G.",1.0
970,Barbour,W.C.,,,,,,,"Barbour, W.C.",3,https://dr.jacq.org/DR056113,785.0,"Barbour, W.C.","Barbour, W.C.",1.0
971,Barcellos,A.M.P.,,,,,,,"Barcellos, A.M.P.",1,https://je.jacq.org/JE00020996,786.0,"Barcellos, A.M.P.","Barcellos, A.M.P.",1.0
974,Barclay,H.G.,,,,,,,"Barclay, H.G.",1,https://herbarium.bgbm.org/object/B100412752,789.0,"Barclay, H.G.","Barclay, H.G.",1.0
976,Bareka,P.,,,,,,,"Bareka, P.",3,https://herbarium.bgbm.org/object/B100192765,791.0,"Bareka, P.","Bareka, P.",1.0
981,Barker,N.P.,,,,,,,"Barker, N.P.",1,https://herbarium.bgbm.org/object/B100023072,795.0,"Barker, N.P.","Barker, N.P.",1.0
982,Barker,R.M.,,,,,,,"Barker, R.M.",4,https://herbarium.bgbm.org/object/B101043640,796.0,"Barker, R.M.","Barker, R.M.",1.0
985,Barker,W.R.,,,,,,,"Barker, W.R.",11,http://id.snsb.info/snsb/collection/490100/602336/271984,798.0,"Barker, W.R.","Barker, W.R.",1.0
988,Barkley,F.A.,,,,,,,"Barkley, F.A.",2,http://id.snsb.info/snsb/collection/479224/590261/260202,801.0,"Barkley, F.A.","Barkley, F.A.",1.0
997,Barnes,C.R.,,,,,,,"Barnes, C.R.",6,https://je.jacq.org/JE04005339,809.0,"Barnes, C.R.","Barnes, C.R.",1.0
1005,Baron,P.A.,,,,,,,"Baron, P.A.",3,http://id.snsb.info/snsb/collection/21430/30208/21249,816.0,"Baron, P.A.","Baron, P.A.",1.0
1006,Baron,R.,,,,,,,"Baron, R.",12,http://id.snsb.info/snsb/collection/646094/701154/351744,817.0,"Baron, R.","Baron, R.",1.0
1009,Barrandon,A.,,,,,,,"Barrandon, A.",1,https://herbarium.bgbm.org/object/B100384571,820.0,"Barrandon, A.","Barrandon, A.",1.0
1012,Barratte,G.,,,,,,,"Barratte, G.",2,https://herbarium.bgbm.org/object/B100154858,822.0,"Barratte, G.","Barratte, G.",1.0
1014,Barrelier,J.,,,,,,,"Barrelier, J.",1,http://id.snsb.info/snsb/collection/499266/620482/278069,824.0,"Barrelier, J.","Barrelier, J.",1.0
1025,Barrie,F.,,,,,,,"Barrie, F.",1,https://herbarium.bgbm.org/object/B100086778,834.0,"Barrie, F.","Barrie, F.",1.0
1040,Barter,C.,,,,,,,"Barter, C.",29,http://id.snsb.info/snsb/collection/16788/25567/16608,847.0,"Barter, C.","Barter, C.",1.0
1042,Barth,J.,,,,,,,"Barth, J.",151,http://id.snsb.info/snsb/collection/407997/477286/191881,849.0,"Barth, J.","Barth, J.",1.0
1047,Barthelat,F.,,,,,,,"Barthelat, F.",1,https://herbarium.bgbm.org/object/B100131438,854.0,"Barthelat, F.","Barthelat, F.",1.0
1048,Barthlott,W.,,,,,,,"Barthlott, W.",13,https://herbarium.bgbm.org/object/B100240579,855.0,"Barthlott, W.","Barthlott, W.",1.0
1051,Bartholomew,B.M.,,,,,,,"Bartholomew, B.M.",6,http://id.snsb.info/snsb/collection/24531/33309/24099,858.0,"Bartholomew, B.M.","Bartholomew, B.M.",1.0
1052,Bartholomew,E.,,,,,,,"Bartholomew, E.",2,https://herbarium.bgbm.org/object/B700016361,859.0,"Bartholomew, E.","Bartholomew, E.",1.0
1054,Bartlett,A.W.,,,,,,,"Bartlett, A.W.",2,https://herbarium.bgbm.org/object/B100249239,861.0,"Bartlett, A.W.","Bartlett, A.W.",1.0
1055,Bartlett,H.H.,,,,,,,"Bartlett, H.H.",3,https://je.jacq.org/JE04004365,862.0,"Bartlett, H.H.","Bartlett, H.H.",1.0
1056,Bartlett,J.K.,,,,,,,"Bartlett, J.K.",11,https://je.jacq.org/JE04003024,863.0,"Bartlett, J.K.","Bartlett, J.K.",1.0
1060,Bartram,E.B.,,,,,,,"Bartram, E.B.",2,https://je.jacq.org/JE04008195,867.0,"Bartram, E.B.","Bartram, E.B.",1.0
1067,Baschant,R.,,,,,,,"Baschant, R.",19,https://herbarium.bgbm.org/object/B100525401,873.0,"Baschant, R.","Baschant, R.",1.0
1080,Bastmeijer,J.D.,,,,,,,"Bastmeijer, J.D.",1,http://id.snsb.info/snsb/collection/655254/712721/361308,880.0,"Bastmeijer, J.D.","Bastmeijer, J.D.",1.0
1085,Bateman,J.,,,,,,,"Bateman, J.",1,http://id.snsb.info/snsb/collection/530951/654279/309801,883.0,"Bateman, J.","Bateman, J.",1.0
1088,Bates,G.L.,,,,,,,"Bates, G.L.",3,https://herbarium.bgbm.org/object/B100165700,886.0,"Bates, G.L.","Bates, G.L.",1.0
1089,Bates,J.M.,,,,,,,"Bates, J.M.",3,https://herbarium.bgbm.org/object/B700016394,887.0,"Bates, J.M.","Bates, J.M.",1.0
1096,Battandier,J.A.,,,,,,,"Battandier, J.A.",9,https://je.jacq.org/JE00006655,893.0,"Battandier, J.A.","Battandier, J.A.",1.0
1102,Bauer,A.,,,,,,,"Bauer, A.",1,http://id.snsb.info/snsb/collection/512019/634329/291434,898.0,"Bauer, A.","Bauer, A.",1.0
1103,Bauer,E.,,,,,,,"Bauer, E.",21,http://id.snsb.info/snsb/collection/652232/708947/357901,899.0,"Bauer, E.","Bauer, E.",1.0
1104,Bauer,F.,,,,,,,"Bauer, F.",1,https://herbarium.bgbm.org/object/B101154108,900.0,"Bauer, F.","Bauer, F.",1.0
1108,Bauer,G.H.,,,,,,,"Bauer, G.H.",1,https://herbarium.bgbm.org/object/B100198823,903.0,"Bauer, G.H.","Bauer, G.H.",1.0
18,Bauer,Ferdinand,,,,,,,"Bauer, Ferdinand",1,https://herbarium.bgbm.org/object/B200125230,18.0,"Bauer, Ferdinand","Bauer, Ferdinand",1.0
1115,Baum,A.,,,,,,,"Baum, A.",2,https://herbarium.bgbm.org/object/B100298567,910.0,"Baum, A.","Baum, A.",1.0
1116,Baum,H.,,,,,,,"Baum, H.",283,http://id.snsb.info/snsb/collection/15655/24373/15475,911.0,"Baum, H.","Baum, H.",1.0
1118,Baumann,E.,,,,,,,"Baumann, E.",17,https://je.jacq.org/JE00003488,913.0,"Baumann, E.","Baumann, E.",1.0
1119,Baumann,H.,,,,,,,"Baumann, H.",1,https://herbarium.bgbm.org/object/B100294598,914.0,"Baumann, H.","Baumann, H.",1.0
1121,Baumann-Bodenheim,M.G.,,,,,,,"Baumann-Bodenheim, M.G.",2,https://herbarium.bgbm.org/object/B100365092,916.0,"Baumann-Bodenheim, M.G.","Baumann-Bodenheim, M.G.",1.0
1127,Baumgarten,J.C.G.,,,,,,,"Baumgarten, J.C.G.",8,https://herbarium.bgbm.org/object/B100841477,922.0,"Baumgarten, J.C.G.","Baumgarten, J.C.G.",1.0
1129,Baumgartner,J.,,,,,,,"Baumgartner, J.",7,https://je.jacq.org/JE04003605,924.0,"Baumgartner, J.","Baumgartner, J.",1.0
1136,Baur,W.,,,,,,,"Baur, W.",6,https://je.jacq.org/JE04005691,930.0,"Baur, W.","Baur, W.",1.0
1142,Bay,D.C.,,,,,,,"Bay, D.C.",14,http://id.snsb.info/snsb/collection/501064/622283/279867,932.0,"Bay, D.C.","Bay, D.C.",1.0
1145,Bayer,C.,,,,,,,"Bayer, C.",11,https://herbarium.bgbm.org/object/B100191601,935.0,"Bayer, C.","Bayer, C.",1.0
1146,Bayer,E.,,,,,,,"Bayer, E.",10,http://id.snsb.info/snsb/collection/408323/477614/192207,936.0,"Bayer, E.","Bayer, E.",1.0
1149,Bayer,J.N.,,,,,,,"Bayer, J.N.",5,https://herbarium.bgbm.org/object/B101097580,938.0,"Bayer, J.N.","Bayer, J.N.",1.0
1154,Bayliss,E.,,,,,,,"Bayliss, E.",2,https://herbarium.bgbm.org/object/B100239632,941.0,"Bayliss, E.","Bayliss, E.",1.0
1155,Bayliss,R.D.A.,,,,,,,"Bayliss, R.D.A.",44,http://id.snsb.info/snsb/collection/17928/26707/17748,942.0,"Bayliss, R.D.A.","Bayliss, R.D.A.",1.0
1156,Bayón,E.,,,,,,,"Bayón, E.",79,http://id.snsb.info/snsb/collection/119098/177897/120036,943.0,"Bayón, E.","Bayón, E.",1.0
1165,Beaman,J.H.,,,,,,,"Beaman, J.H.",3,https://herbarium.bgbm.org/object/B100209664,949.0,"Beaman, J.H.","Beaman, J.H.",1.0
1166,Beaman,R.S.,,,,,,,"Beaman, R.S.",2,https://herbarium.bgbm.org/object/B100181963,950.0,"Beaman, R.S.","Beaman, R.S.",1.0
1168,Bean,P.A.,,,,,,,"Bean, P.A.",7,http://id.snsb.info/snsb/collection/20467/29246/20287,951.0,"Bean, P.A.","Bean, P.A.",1.0
1169,Beard,J.S.,,,,,,,"Beard, J.S.",1,http://id.snsb.info/snsb/collection/667903/726513/374176,952.0,"Beard, J.S.","Beard, J.S.",1.0
1171,Beattie,R.K.,,,,,,,"Beattie, R.K.",1,https://dr.jacq.org/DR071595,953.0,"Beattie, R.K.","Beattie, R.K.",1.0
1173,Beauchamp,R.M.,,,,,,,"Beauchamp, R.M.",2,https://herbarium.bgbm.org/object/B101138090,954.0,"Beauchamp, R.M.","Beauchamp, R.M.",1.0
1176,Beauglehole,A.C.,,,,,,,"Beauglehole, A.C.",1,https://herbarium.bgbm.org/object/B100277965,956.0,"Beauglehole, A.C.","Beauglehole, A.C.",1.0
1181,Bebb,M.S.,,,,,,,"Bebb, M.S.",1,https://dr.jacq.org/DR062401,959.0,"Bebb, M.S.","Bebb, M.S.",1.0
1185,Beccari,O.,,,,,,,"Beccari, O.",355,http://id.snsb.info/snsb/collection/195217/479201/176993,962.0,"Beccari, O.","Beccari, O.",1.0
1186,Becherer,A.,,,,,,,"Becherer, A.",1,https://herbarium.bgbm.org/object/B200012494,963.0,"Becherer, A.","Becherer, A.",1.0
1187,Bechtel,A.R.,,,,,,,"Bechtel, A.R.",1,https://herbarium.bgbm.org/object/B101149408,964.0,"Bechtel, A.R.","Bechtel, A.R.",1.0
1189,Beck,A.,,,,,,,"Beck, A.",1,http://id.snsb.info/snsb/collection/503553/624813/282323,966.0,"Beck, A.","Beck, A.",1.0
1191,Beck,E.,,,,,,,"Beck, E.",2,http://id.snsb.info/snsb/collection/502739/623973/281529,968.0,"Beck, E.","Beck, E.",1.0
1196,Beck,S.G.,,,,,,,"Beck, S.G.",471,http://id.snsb.info/snsb/collection/23705/32483/23275,973.0,"Beck, S.G.","Beck, S.G.",1.0
1199,Becker,A.K.,,,,,,,"Becker, A.K.",8,http://id.snsb.info/snsb/collection/459216/559917/238065,976.0,"Becker, A.K.","Becker, A.K.",1.0
1201,Becker,G.,,,,,,,"Becker, G.",3,https://herbarium.bgbm.org/object/B100312660,977.0,"Becker, G.","Becker, G.",1.0
1203,Becker,J.,,,,,,,"Becker, J.",1,https://je.jacq.org/JE00021778,979.0,"Becker, J.","Becker, J.",1.0
1205,Becker,W.,,,,,,,"Becker, W.",41,http://id.snsb.info/snsb/collection/499307/620523/278110,981.0,"Becker, W.","Becker, W.",1.0
22,Becker,Alexander K.,,,,,,,"Becker, Alexander K.",3,https://je.jacq.org/JE00007394,22.0,"Becker, Alexander K.","Becker, Alexander K",1.0
1207,Beckett,E.,,,,,,,"Beckett, E.",1,https://herbarium.bgbm.org/object/B101169326,983.0,"Beckett, E.","Beckett, E.",1.0
1209,Beckett,T.W.N.,,,,,,,"Beckett, T.W.N.",1,https://je.jacq.org/JE04005038,985.0,"Beckett, T.W.N.","Beckett, T.W.N.",1.0
1211,Beckhaus,K.F.L.,,,,,,,"Beckhaus, K.F.L.",2,https://herbarium.bgbm.org/object/B100365294,987.0,"Beckhaus, K.F.L.","Beckhaus, K.F.L.",1.0
1212,Beckler,H.,,,,,,,"Beckler, H.",11,http://id.snsb.info/snsb/collection/196261/480336/178037,988.0,"Beckler, H.","Beckler, H.",1.0
1215,Beckmann,K.G.,,,,,,,"Beckmann, K.G.",1,https://je.jacq.org/JE04009751,990.0,"Beckmann, K.G.","Beckmann, K.G.",1.0
23,Beckmann,Carl Ludwig,,,,,,,"Beckmann, Carl Ludwig",2,https://herbarium.bgbm.org/object/B100757493,23.0,"Beckmann, Carl Ludwig","Beckmann, Carl Ludwig",1.0
1217,Beddome,R.H.,,,,,,,"Beddome, R.H.",1,http://id.snsb.info/snsb/collection/645963/701023/351613,992.0,"Beddome, R.H.","Beddome, R.H.",1.0
1219,Bednarek-Ochyra,H.,,,,,,,"Bednarek-Ochyra, H.",4,https://je.jacq.org/JE04009086,994.0,"Bednarek-Ochyra, H.","Bednarek-Ochyra, H.",1.0
1222,Beeby,W.H.,,,,,,,"Beeby, W.H.",2,https://je.jacq.org/JE00016652,997.0,"Beeby, W.H.","Beeby, W.H.",1.0
1237,Behnsch,R.,,,,,,,"Behnsch, R.",2,https://herbarium.bgbm.org/object/B100327709,1011.0,"Behnsch, R.","Behnsch, R.",1.0
1238,Behr,E.,,,,,,,"Behr, E.",134,http://id.snsb.info/snsb/collection/196377/483019/178150,1012.0,"Behr, E.","Behr, E.",1.0
1240,Behr,H.H.,,,,,,,"Behr, H.H.",2,https://je.jacq.org/JE00002786,1013.0,"Behr, H.H.","Behr, H.H.",1.0
1241,Behr,O.,,,,,,,"Behr, O.",97,http://id.snsb.info/snsb/collection/466801/569451/245690,1014.0,"Behr, O.","Behr, O.",1.0
24,Behr,Ernst,,,,,,,"Behr, Ernst",3,https://dr.jacq.org/DR052677,24.0,"Behr, Ernst","Behr, Ernst",1.0
1243,Behrendsen,W.,,,,,,,"Behrendsen, W.",2,https://je.jacq.org/JE00019919,1016.0,"Behrendsen, W.","Behrendsen, W.",1.0
1251,Belalcázar,J.,,,,,,,"Belalcázar, J.",2,http://id.snsb.info/snsb/collection/670262/729757/376586,1022.0,"Belalcázar, J.","Belalcázar, J.",1.0
1257,Bell,D.,,,,,,,"Bell, D.",3,https://herbarium.bgbm.org/object/B100293115,1026.0,"Bell, D.","Bell, D.",1.0
1259,Bell,P.R.,,,,,,,"Bell, P.R.",1,https://je.jacq.org/JE04008092,1028.0,"Bell, P.R.","Bell, P.R.",1.0
1260,Bell,W.,,,,,,,"Bell, W.",5,https://je.jacq.org/JE04000532,1029.0,"Bell, W.","Bell, W.",1.0
1264,Bellardi,C.A.L.,,,,,,,"Bellardi, C.A.L.",5,https://herbarium.bgbm.org/object/BW05694010,1033.0,"Bellardi, C.A.L.","Bellardi, C.A.L.",1.0
1276,Beltrán,E.,,,,,,,"Beltrán, E.",2,https://herbarium.bgbm.org/object/B100160092,1045.0,"Beltrán, E.","Beltrán, E.",1.0
1277,Beltrán,F.,,,,,,,"Beltrán, F.",4,https://dr.jacq.org/DR074152,1046.0,"Beltrán, F.","Beltrán, F.",1.0
1289,Benedí,C.,,,,,,,"Benedí, C.",20,https://herbarium.bgbm.org/object/B100013694,1057.0,"Benedí, C.","Benedí, C.",1.0
1291,Beneken,F.,,,,,,,"Beneken, F.",1,https://dr.jacq.org/DR069159,1059.0,"Beneken, F.","Beneken, F.",1.0
1295,Benkert,D.,,,,,,,"Benkert, D.",3340,https://herbarium.bgbm.org/object/B100124026,1063.0,"Benkert, D.","Benkert, D.",1.0
1300,Benl,G.,,,,,,,"Benl, G.",16,http://id.snsb.info/snsb/collection/488971/601207/270855,1068.0,"Benl, G.","Benl, G.",1.0
1306,Bennert,H.W.,,,,,,,"Bennert, H.W.",14,https://herbarium.bgbm.org/object/B200012492,1074.0,"Bennert, H.W.","Bennert, H.W.",1.0
1308,Bennett,D.E.,,,,,,,"Bennett, D.E.",2,http://id.snsb.info/snsb/collection/645149/700041/350780,1076.0,"Bennett, D.E.","Bennett, D.E.",1.0
1309,Bennett,E.M.,,,,,,,"Bennett, E.M.",1,https://herbarium.bgbm.org/object/B100294752,1077.0,"Bennett, E.M.","Bennett, E.M.",1.0
1310,Bennett,G.,,,,,,,"Bennett, G.",1,https://herbarium.bgbm.org/object/B100448002,1078.0,"Bennett, G.","Bennett, G.",1.0
1311,Benoist,R.,,,,,,,"Benoist, R.",4,https://je.jacq.org/JE04009658,1079.0,"Benoist, R.","Benoist, R.",1.0
1314,Bentham,G.,,,,,,,"Bentham, G.",7,http://id.snsb.info/snsb/collection/458989/559688/237838,1082.0,"Bentham, G.","Bentham, G.",1.0
1317,Benz,B.F.,,,,,,,"Benz, B.F.",1,http://id.snsb.info/snsb/collection/25270/34048/24834,1085.0,"Benz, B.F.","Benz, B.F.",1.0
1327,Berckmans,P.J.A.,,,,,,,"Berckmans, P.J.A.",1,https://herbarium.bgbm.org/object/B100629711,1095.0,"Berckmans, P.J.A.","Berckmans, P.J.A.",1.0
1329,Berendsohn,W.G.,,,,,,,"Berendsohn, W.G.",1,https://herbarium.bgbm.org/object/B600118017,1097.0,"Berendsohn, W.G.","Berendsohn, W.G.",1.0
1332,Berg,A.,,,,,,,"Berg, A.",1,http://id.snsb.info/snsb/collection/722175/789238/425080,1100.0,"Berg, A.","Berg, A.",1.0
1333,Berg,C.,,,,,,,"Berg, C.",5,https://herbarium.bgbm.org/object/B100048147,1101.0,"Berg, C.","Berg, C.",1.0
1334,Berg,C.C.,,,,,,,"Berg, C.C.",18,https://herbarium.bgbm.org/object/B100022617,1102.0,"Berg, C.C.","Berg, C.C.",1.0
1335,Berg,E.,,,,,,,"Berg, E.",25,https://dr.jacq.org/DR035954,1103.0,"Berg, E.","Åberg, E.",1.0
1344,Bergendal,D.,,,,,,,"Bergendal, D.",1,https://herbarium.bgbm.org/object/B100842495,1110.0,"Bergendal, D.","Bergendal, D.",1.0
1346,Berger,A.,,,,,,,"Berger, A.",3,https://dr.jacq.org/DR061069,1112.0,"Berger, A.","Berger, A.",1.0
1347,Berger,E.,,,,,,,"Berger, E.",12,https://je.jacq.org/JE00012556,1113.0,"Berger, E.","Berger, E.",1.0
