,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,old_index,namematch_source_data,namematch_resource_data,namematch_distance
4575,Elias,,,,,,,,Elias,26,http://id.snsb.info/snsb/collection/474875/584643/256102,6865,Elias,"Elias, R.B.",0.64
4595,Ellis,R.,,,,,,,"Ellis, R.",1,https://herbarium.bgbm.org/object/B100279507,5700,"Ellis, R.","Ellis, J.",0.64
4720,Eschscholtz,J.F.G.,,von,,,,,"Eschscholtz, J.F.G.",5,https://herbarium.bgbm.org/object/B100294004,15147,"Eschscholtz, J.F.G.","Eschscholtz, J.F.v.",0.64
4776,Estrella,,,,,,,,Estrella,1,https://herbarium.bgbm.org/object/B100349184,15268,Estrella,"Estrella, M.d.l.",0.64
4938,Feige,,,,,,,,Feige,1,https://je.jacq.org/JE00012534,2073,Feige,"Feige, G.B.",0.64
5104,Fisher,L.,,,,,,,"Fisher, L.",9,https://herbarium.bgbm.org/object/B100127777,17692,"Fisher, L.","Fisher, (.C.",0.64
5267,Foster,P.,,,,,,,"Foster, P.",2,https://herbarium.bgbm.org/object/B101152198,17897,"Foster, P.","Foster, M.",0.64
5427,Frossard,G.,,,,,,,"Frossard, G.",1,https://herbarium.bgbm.org/object/B700011769,19158,"Frossard, G.","Brossard, G.",0.64
5474,Fuhrer,F.,,,,,,,"Fuhrer, F.",1,http://id.snsb.info/snsb/collection/408234/477523/192118,12896,"Fuhrer, F.","Fuhrer, B.A.",0.64
5493,Fung,H.,,,,,,,"Fung, H.",4,https://herbarium.bgbm.org/object/B200090090,5183,"Fung, H.","Fung, H.L.",0.64
5498,Funk,M.,,,,,,,"Funk, M.",19,http://id.snsb.info/snsb/collection/459270/559971/238119,13559,"Funk, M.","Funk, A.",0.64
5571,Gaillardot,G.,,,,,,,"Gaillardot, G.",1,https://herbarium.bgbm.org/object/B100277398,6707,"Gaillardot, G.","Gaillardot, J.A.C.",0.64
5672,García,E.E.,,,,,,,"García, E.E.",1,https://herbarium.bgbm.org/object/B100386226,9187,"García, E.E.","García, E.",0.64
5901,Ghika,N.,,,,,,,"Ghika, N.",1,https://herbarium.bgbm.org/object/B100160315,14795,"Ghika, N.","Ghika, N.D.",0.64
6042,Godman,,,,,,,,Godman,1,https://herbarium.bgbm.org/object/B200029377,1676,Godman,"Godman, F.D.",0.64
6184,Goodman,M.,,,,,,,"Goodman, M.",2,https://herbarium.bgbm.org/object/B101045263,17573,"Goodman, M.","Goodman, R.M.",0.64
6274,Granville,J. -J. de,,,,,,,"Granville, J. -J. de",38,https://herbarium.bgbm.org/object/B100141809,19103,"Granville, J. -J. de","Granville, J.d.",0.64
6276,Granville,J. J. de,,,,,,,"Granville, J. J. de",24,https://herbarium.bgbm.org/object/B100052385,177,"Granville, J. J. de","Granville, J.d.",0.64
6309,Grebe,H.,,,,,,,"Grebe, H.",10,https://herbarium.bgbm.org/object/B101142289,8468,"Grebe, H.","Grebe, C.",0.64
6448,Gröger,F.,,,,,,,"Gröger, F.",31,https://herbarium.bgbm.org/object/B700002900,13163,"Gröger, F.","Gröger, A.",0.64
6596,Guzmán,O.L.,,,,,,,"Guzmán, O.L.",2,https://herbarium.bgbm.org/object/B100525653,9976,"Guzmán, O.L.","Guzmán-Guzmán, S.",0.64
6629,Gómez,L.,,,,,,,"Gómez, L.",8,https://herbarium.bgbm.org/object/B101229285,4485,"Gómez, L.","Gómez, L.D.",0.64
6667,Gürke,M.,,,,,,,"Gürke, M.",43,https://dr.jacq.org/DR048399,3805,"Gürke, M.","Görke, C.",0.64
6751,Hahn,K.,,,,,,,"Hahn, K.",11,https://herbarium.bgbm.org/object/B100001539,17852,"Hahn, K.","Hahn, G.",0.64
6752,Hahn,L.,,,,,,,"Hahn, L.",92,http://id.snsb.info/snsb/collection/426792/526116/210608,5721,"Hahn, L.","Hahn, G.",0.64
6789,Haller,A.,,von,,,,,"Haller, A.",2,http://id.snsb.info/snsb/collection/665576/723944/371702,15003,"Haller, A.","Haller, A.v.",0.64
6807,Hamann,A.,,,,,,,"Hamann, A.",1,https://herbarium.bgbm.org/object/B200116889,15890,"Hamann, A.","Hamann, C.",0.64
6863,Hannemann,,,,,,,,Hannemann,2,https://herbarium.bgbm.org/object/B100093570,6010,Hannemann,"Hanemann, J.",0.64
6995,Hasse,,,,,,,,Hasse,2,https://dr.jacq.org/DR051566,6433,Hasse,"Hasse, C.H.",0.64
7089,Haynes,L.,,,,,,,"Haynes, L.",1,https://herbarium.bgbm.org/object/B100161498,8014,"Haynes, L.","Haynes, D.",0.64
7097,Heber,,,,,,,,Heber,17,https://dr.jacq.org/DR019044,16329,Heber,"Heber, U.",0.64
7108,Hedderson,T.,,,,,,,"Hedderson, T.",6,https://herbarium.bgbm.org/object/B100525342,12085,"Hedderson, T.","Hedderson, T.A.J.",0.64
7148,Heiland,K.,,,,,,,"Heiland, K.",5,https://je.jacq.org/JE00029606,20044,"Heiland, K.","Heiland, M.",0.64
7318,Herbich,D.,,,,,,,"Herbich, D.",1,https://herbarium.bgbm.org/object/B100461372,1247,"Herbich, D.","Herbich, F.",0.64
7466,Heymann,,,,,,,,Heymann,5,https://dr.jacq.org/DR002568,14151,Heymann,"Heyman, F.",0.64
7769,Hooker,D.,,,,,,,"Hooker, D.",2,https://herbarium.bgbm.org/object/B100474817,13329,"Hooker, D.","Hooker, F.",0.64
7940,Hunger,H.,,,,,,,"Hunger, H.",2,https://herbarium.bgbm.org/object/B180015235,18163,"Hunger, H.","Hunger, E.",0.64
7975,Hutchinson,W.I.,,,,,,,"Hutchinson, W.I.",11,http://id.snsb.info/snsb/collection/648555/704225/354259,20144,"Hutchinson, W.I.","Hutchinson, J.",0.64
8005,Häcker,B.,,,,,,,"Häcker, B.",1,https://herbarium.bgbm.org/object/B101113783,24,"Häcker, B.","Höcker, R.",0.64
8134,Iltis,C.M.,,,,,,,"Iltis, C.M.",1,https://herbarium.bgbm.org/object/B100158015,7701,"Iltis, C.M.","Iltis, A.",0.64
8198,Iversen,S.T.,,,,,,,"Iversen, S.T.",1,https://herbarium.bgbm.org/object/B100485896,15458,"Iversen, S.T.","Iversen, J.",0.64
8328,Jansen,R.,,,,,,,"Jansen, R.",1,https://herbarium.bgbm.org/object/B180010559,2133,"Jansen, R.","Jansen, S.",0.64
8406,Jentsch,H.,,,,,,,"Jentsch, H.",4,https://herbarium.bgbm.org/object/B700002296,17075,"Jentsch, H.","Jentsch, F.",0.64
8508,Jones,R.,,,,,,,"Jones, R.",1,https://herbarium.bgbm.org/object/B101149415,10429,"Jones, R.","Jones, R.L.",0.64
8556,Juel,,,,,,,,Juel,2,https://dr.jacq.org/DR049102,10036,Juel,"Juel, H.O.",0.64
8967,Kiener,C.,,,,,,,"Kiener, C.",3,https://herbarium.bgbm.org/object/B100384565,20226,"Kiener, C.","Kiener, W.",0.64
9174,Knoche,O.,,,,,,,"Knoche, O.",1,https://herbarium.bgbm.org/object/B100191089,11759,"Knoche, O.","Knoche, G.",0.64
9258,Kohler,O.,,,,,,,"Kohler, O.",2,https://herbarium.bgbm.org/object/B101137282,2820,"Kohler, O.","Kohler, J.",0.64
9292,Kondratyuk,S.,,,,,,,"Kondratyuk, S.",1,https://herbarium.bgbm.org/object/B600190272,18664,"Kondratyuk, S.","Kondratyuk, Y.M.",0.64
9303,Koorders,A.,,,,,,,"Koorders, A.",1,https://herbarium.bgbm.org/object/B100365871,10232,"Koorders, A.","Koorders, S.H.",0.64
9412,Kramer,T.,,,,,,,"Kramer, T.",1,https://je.jacq.org/JE00012512,18047,"Kramer, T.","Kramer, J.",0.64
9466,Krendl,F.,,,,,,,"Krendl, F.",26,http://id.snsb.info/snsb/collection/491035/603271/272919,12954,"Krendl, F.","Krendl, F.X.",0.64
9492,Krisai,I.,,,,,,,"Krisai, I.",1,https://herbarium.bgbm.org/object/B700007874,9652,"Krisai, I.","Krisai, R.",0.64
9544,Kränzlin,F.W.L.,,,,,,,"Kränzlin, F.W.L.",6,https://herbarium.bgbm.org/object/B100005473II,14678,"Kränzlin, F.W.L.","Kränzlin, F.",0.64
9609,Kummer,D.,,,,,,,"Kummer, D.",1,http://id.snsb.info/snsb/collection/460682/561530/239484,11991,"Kummer, D.","Kummer, G.",0.64
9762,Kühn,H.,,,,,,,"Kühn, H.",19,https://herbarium.bgbm.org/object/B1003112423,19260,"Kühn, H.","Kühn, J.",0.64
9876,Lamont,J.,,,,,,,"Lamont, J.",1,https://herbarium.bgbm.org/object/B200129958,9935,"Lamont, J.","Lamont, B.",0.64
9985,Lau,,,,,,,,Lau,3,https://herbarium.bgbm.org/object/B100277785,4835,Lau,"Lau, S.",0.64
10086,Ledebour,,,,,,,,Ledebour,22,https://herbarium.bgbm.org/object/B101142247,2610,Ledebour,"Ledebour, C.F.v.",0.64
10097,Ledoux,,,,,,,,Ledoux,1,https://herbarium.bgbm.org/object/B100004055,13838,Ledoux,"Ledoux, E.P.",0.64
10206,Leonhard,,,,,,,,Leonhard,6,https://dr.jacq.org/DR009374,11262,Leonhard,"Leonhardt, C.",0.64
10231,Leprieur,,,,,,,,Leprieur,15,https://herbarium.bgbm.org/object/B200007536b,12778,Leprieur,"Leprieur, F.M.R.",0.64
10282,Leuenerberger,B.E.,,,,,,,"Leuenerberger, B.E.",1,https://herbarium.bgbm.org/object/B100743006,10966,"Leuenerberger, B.E.","Leuenberger, B.E.",0.64
10415,Lindemann,U.,,,,,,,"Lindemann, U.",1,https://herbarium.bgbm.org/object/B700016510,10198,"Lindemann, U.","Lindemann, E.",0.64
10708,Ludwig,C.F.H.,,von,,,,,"Ludwig, C.F.H.",84,http://id.snsb.info/snsb/collection/110661/169439/111727,15042,"Ludwig, C.F.H.","Ludwig, C.F.",0.64
10824,Lévy,D.,,,,,,,"Lévy, D.",1,https://herbarium.bgbm.org/object/B100366038,4789,"Lévy, D.","Lévy, J.",0.64
317,López,López,,,,,,,"López, López",2,https://herbarium.bgbm.org/object/B101113991,140,"López, López","López, L C",0.64
10861,Löfgren,A.,,,,,,,"Löfgren, A.",4,https://herbarium.bgbm.org/object/B100243940,3982,"Löfgren, A.","Löfgren, J.A.C.",0.64
10909,MacDonald,E.C.,,,,,,,"MacDonald, E.C.",1,https://herbarium.bgbm.org/object/B100057248,19759,"MacDonald, E.C.","Macdonald, C.",0.64
11012,Maire,E.E.,,,,,,,"Maire, E.E.",20,http://id.snsb.info/snsb/collection/513345/635937/292946,18972,"Maire, E.E.","Maire, E.",0.64
11055,Mallet,A.,,,,,,,"Mallet, A.",2,https://herbarium.bgbm.org/object/B100525660,6425,"Mallet, A.","Mallet, J.",0.64
11281,Martius,,,,,,,,Martius,49,https://herbarium.bgbm.org/object/B180000982,8903,Martius,"Martius, H.v.",0.64
11300,Martínez,E.,,,,,,,"Martínez, E.",164,https://herbarium.bgbm.org/object/B100043202,6618,"Martínez, E.","Martínez, J.",0.64
11304,Martínez,I.,,,,,,,"Martínez, I.",83,https://herbarium.bgbm.org/object/B100031418,18973,"Martínez, I.","Martínez, I.B.",0.64
11382,Matos,J.,,,,,,,"Matos, J.",2,https://herbarium.bgbm.org/object/B100296148,2330,"Matos, J.","Matos, E.",0.64
11427,Maurer,L.,,,,,,,"Maurer, L.",1,https://herbarium.bgbm.org/object/B200179935b,10871,"Maurer, L.","Maurer, W.",0.64
11491,Mazé,,,,,,,,Mazé,6,https://herbarium.bgbm.org/object/B200150794,19597,Mazé,"Mazé, P.",0.64
11526,McMillan,E.,,,,,,,"McMillan, E.",3,https://herbarium.bgbm.org/object/B100185948,18900,"McMillan, E.","McMillan, P.D.",0.64
11793,Meyers,F.S.,,,,,,,"Meyers, F.S.",25,https://je.jacq.org/JE00015410,13834,"Meyers, F.S.","Meyer, F.S.",0.64
11896,Minkwitz,Z.v,,,,,,,"Minkwitz, Z.v",2,https://herbarium.bgbm.org/object/B100848777,18473,"Minkwitz, Z.v","Minkwitz, Z.A.",0.64
11904,Miranda,P.,,,,,,,"Miranda, P.",1,https://herbarium.bgbm.org/object/B100740185,3286,"Miranda, P.","Miranda, F.",0.64
11978,Molesworth,B.G.,,,,,,,"Molesworth, B.G.",1,https://herbarium.bgbm.org/object/B200124417,19718,"Molesworth, B.G.","Molesworth, C.",0.64
11984,Molina,C.,,,,,,,"Molina, C.",96,https://herbarium.bgbm.org/object/B100477959,2051,"Molina, C.","Molina, J.",0.64
12046,Montserrat Martí,G.,,,,,,,"Montserrat Martí, G.",4,https://herbarium.bgbm.org/object/B100595217,1862,"Montserrat Martí, G.","Montserrat-Marti, J.M.",0.64
12058,Moore,J.B.,,,,,,,"Moore, J.B.",6,https://je.jacq.org/JE04005267,9591,"Moore, J.B.",Moore,0.64
12124,Mori,S.,,,,,,,"Mori, S.",4,https://herbarium.bgbm.org/object/B100247357,9832,"Mori, S.","Mori, S.A.",0.64
12341,Muñoz,F.,,,,,,,"Muñoz, F.",12,https://herbarium.bgbm.org/object/B101042617,18921,"Muñoz, F.","Muñoz, J.",0.64
12344,Muñoz,L.,,,,,,,"Muñoz, L.",27,https://herbarium.bgbm.org/object/B101140884,2016,"Muñoz, L.","Muñoz, J.",0.64
12345,Muñoz,S.,,,,,,,"Muñoz, S.",1,https://herbarium.bgbm.org/object/B101137566,13584,"Muñoz, S.","Muñoz, J.",0.64
12407,Müller,A.J.,,,,,,,"Müller, A.J.",1,https://je.jacq.org/JE04002995,15715,"Müller, A.J.","Möller, A.",0.64
12424,Müller,J.F.,,,,,,,"Müller, J.F.",1,https://dr.jacq.org/DR049646,20061,"Müller, J.F.","Müller, J.",0.64
12497,Narita,Y.,,,,,,,"Narita, Y.",3,https://je.jacq.org/JE00024626,9989,"Narita, Y.","Narita, S.",0.64
12548,Nebel,E.,,,,,,,"Nebel, E.",1,https://herbarium.bgbm.org/object/B101098745,12017,"Nebel, E.","Nebel, M.",0.64
12668,Nhan,,,,,,,,Nhan,1,https://herbarium.bgbm.org/object/B100158713,3945,Nhan,"Nhan, P.H.",0.64
12795,Nolte,,,,,,,,Nolte,2,https://herbarium.bgbm.org/object/B100086251,8570,Nolte,"Nolte, E.F.",0.64
12848,Nowak,B.,,,,,,,"Nowak, B.",16,https://herbarium.bgbm.org/object/B100472843,8166,"Nowak, B.","Nowak, A.",0.64
12879,Nyman,E.O.A.,,,,,,,"Nyman, E.O.A.",18,http://id.snsb.info/snsb/collection/652076/708792/357741,5749,"Nyman, E.O.A.","Nyman, E.",0.64
13017,Olaya-R,T.,,,,,,,"Olaya-R, T.",2,https://herbarium.bgbm.org/object/B101209970,9773,"Olaya-R, T.","Olaya, G.",0.64
13023,Oldham,R.,,,,,,,"Oldham, R.",24,http://id.snsb.info/snsb/collection/119711/178510/120597,17399,"Oldham, R.","Oldham, T.",0.64
13035,Oliveira,J.D.P.,,,,,,,"Oliveira, J.D.P.",1,https://herbarium.bgbm.org/object/B100627864,12453,"Oliveira, J.D.P.","Oliveira, J.C.",0.64
13073,Ooststroom,S. J. van,,,,,,,"Ooststroom, S. J. van",1,https://herbarium.bgbm.org/object/B100629994,18771,"Ooststroom, S. J. van","Ooststroom, S.J.v.",0.64
375,Opiz,Philipp Maximilian,,,,,,,"Opiz, Philipp Maximilian",1,https://dr.jacq.org/DR069166,66,"Opiz, Philipp Maximilian","Opiz, Filip Maximilian",0.64
13095,Orell,M.,,,,,,,"Orell, M.",1,https://herbarium.bgbm.org/object/B101169330,13703,"Orell, M.","Orell, J.",0.64
13135,Osborn,D.J.,,,,,,,"Osborn, D.J.",1,https://herbarium.bgbm.org/object/B100390207,16728,"Osborn, D.J.","Osborn, A.",0.64
13224,Paget,D.,,,,,,,"Paget, D.",1,https://herbarium.bgbm.org/object/B100384124,6049,"Paget, D.","Paget, J.",0.64
13310,Panzer,,,,,,,,Panzer,1,https://herbarium.bgbm.org/object/BW05472040,7708,Panzer,"Panzera, G.",0.64
13547,Pennell,,,,,,,,Pennell,4,https://herbarium.bgbm.org/object/B100365224,10782,Pennell,"Pennell, F.W.",0.64
13838,Pimentel,J.,,,,,,,"Pimentel, J.",4,https://herbarium.bgbm.org/object/B100006562,14387,"Pimentel, J.","Pimentel, R.B.",0.64
13864,Pinzón,L.,,,,,,,"Pinzón, L.",3,https://herbarium.bgbm.org/object/B101209952,4874,"Pinzón, L.","Pinzón, J.P.",0.64
13915,Plaubel,D.,,,,,,,"Plaubel, D.",13,https://herbarium.bgbm.org/object/B310111021,10169,"Plaubel, D.","Plaubel, J.A.",0.64
14202,Prieto,N.,,,,,,,"Prieto, N.",1,https://herbarium.bgbm.org/object/B101135634,10972,"Prieto, N.","Prieto, A.",0.64
14259,Prévost,M.F.,,,,,,,"Prévost, M.F.",4,https://herbarium.bgbm.org/object/B100144962,12432,"Prévost, M.F.","Prévost, J.",0.64
14291,Puring,N.,,,,,,,"Puring, N.",2,https://dr.jacq.org/DR050685,7395,"Puring, N.","Puring, N.J.",0.64
14350,Qi,J.G.,,,,,,,"Qi, J.G.",1,https://herbarium.bgbm.org/object/BGT0003853,10959,"Qi, J.G.","Qi, J.",0.64
14385,Quintana,G.,,de,,,,,"Quintana, G.",1,https://herbarium.bgbm.org/object/B100037285,6234,"Quintana, G.","Quintana, R.S.",0.64
14518,Ramos,P.,,,,,,,"Ramos, P.",63,https://herbarium.bgbm.org/object/B100016184,13551,"Ramos, P.","Ramos, M.",0.64
14660,Redowsky,J.F.,,,,,,,"Redowsky, J.F.",4,https://herbarium.bgbm.org/object/B100295399,13747,"Redowsky, J.F.","Redowsky, D.",0.64
14669,Reese,E.,,,,,,,"Reese, E.",2,https://herbarium.bgbm.org/object/B100200155,7456,"Reese, E.","Reese, H.",0.64
14703,Reiche,K.,,,,,,,"Reiche, K.",96,http://id.snsb.info/snsb/collection/463465/564804/242312,12918,"Reiche, K.","Reiche, K.F.",0.64
14821,Reuss,W.,,,,,,,"Reuss, W.",3,https://herbarium.bgbm.org/object/B101112853,14284,"Reuss, W.","Reuss, G.",0.64
14926,Riegel,H.,,,,,,,"Riegel, H.",1,https://herbarium.bgbm.org/object/B100576623,5690,"Riegel, H.","Riegel, W.",0.64
15015,Rivera,Y.,,,,,,,"Rivera, Y.",13,https://herbarium.bgbm.org/object/B101042921,16760,"Rivera, Y.","Rivera, J.",0.64
15032,Robert,A.,,,,,,,"Robert, A.",1,https://herbarium.bgbm.org/object/B100242745,2736,"Robert, A.","Robert, M.",0.64
15088,Rodrigues,G.G.,,,,,,,"Rodrigues, G.G.",1,https://herbarium.bgbm.org/object/B100644649,8280,"Rodrigues, G.G.","Rodrigues, A.",0.64
15122,Rodríguez,R.E.F.,,,,,,,"Rodríguez, R.E.F.",3,https://herbarium.bgbm.org/object/B100176257,14986,"Rodríguez, R.E.F.","Rodríguez, R.",0.64
15167,Rohr,A.,,,,,,,"Rohr, A.",1,https://herbarium.bgbm.org/object/B100005634,3309,"Rohr, A.","Rohr, T.",0.64
15226,Romo,A.,,,,,,,"Romo, A.",51,https://herbarium.bgbm.org/object/B100013410,3009,"Romo, A.","Romo, Á.M.",0.64
15285,Rossato,M.,,,,,,,"Rossato, M.",1,https://herbarium.bgbm.org/object/B100375144,3953,"Rossato, M.","Rosato, M.",0.64
15325,Rothe,A.,,,,,,,"Rothe, A.",67,https://dr.jacq.org/DR005296,16037,"Rothe, A.","Rothe, W.",0.64
15636,Salgado,L.,,,,,,,"Salgado, L.",1,https://herbarium.bgbm.org/object/B100156261,2981,"Salgado, L.","Salgado, A.E.",0.64
15653,Salvo,E.,,,,,,,"Salvo, E.",1,https://herbarium.bgbm.org/object/B101206042,5807,"Salvo, E.","Calvo, E.",0.64
15691,Sanchez,L.,,,,,,,"Sanchez, L.",1,https://herbarium.bgbm.org/object/B100392506,4353,"Sanchez, L.","Sanchez, A.",0.64
15721,Sandwich,N.Y.,,,,,,,"Sandwich, N.Y.",1,https://herbarium.bgbm.org/object/B100629900,1962,"Sandwich, N.Y.","Sandwith, N.Y.",0.64
15742,Santana,B.,,,,,,,"Santana, B.",4,https://herbarium.bgbm.org/object/B100006555,7856,"Santana, B.","Santana, E.",0.64
16130,Schmitz,R.,,,,,,,"Schmitz, R.",4,https://dr.jacq.org/DR010132,17038,"Schmitz, R.","Schmitz, J.",0.64
16329,Schulz,G.,,,,,,,"Schulz, G.",3,https://herbarium.bgbm.org/object/B100305862,18479,"Schulz, G.","Schulz, M.",0.64
16331,Schulz,L.,,,,,,,"Schulz, L.",2,https://herbarium.bgbm.org/object/B180000005,18761,"Schulz, L.","Schulz, M.",0.64
16333,Schulz,O.,,,,,,,"Schulz, O.",159,https://herbarium.bgbm.org/object/B100251244,11047,"Schulz, O.","Schulz, O.E.",0.64
16407,Schwarz,O.,,,,,,,"Schwarz, O.",159,https://je.jacq.org/JE00005608,18587,"Schwarz, O.","Schwarz, O.K.A.",0.64
16848,Sim,J.R.,,,,,,,"Sim, J.R.",1,https://herbarium.bgbm.org/object/B200025343,15149,"Sim, J.R.","Sim, J.",0.64
16868,Simonkai,L.P.,,,,,,,"Simonkai, L.P.",4,https://herbarium.bgbm.org/object/B100068360,2788,"Simonkai, L.P.","Simonkai, L.v.",0.64
16998,Smith,G.W.,,,,,,,"Smith, G.W.",13,https://herbarium.bgbm.org/object/B101150092,2292,"Smith, G.W.","Smith, G.",0.64
17043,Sobrinho,J. de P. L.,,,,,,,"Sobrinho, J. de P. L.",7,http://id.snsb.info/snsb/collection/503046/624284/281834,4269,"Sobrinho, J. de P. L.","Sobrinho, L.",0.64
17080,Solano,S.,,,,,,,"Solano, S.",1,https://herbarium.bgbm.org/object/B101131953,6971,"Solano, S.","Solano, J.",0.64
17098,Someren,V.G.L.,,Van,,,,,"Someren, V.G.L.",1,https://herbarium.bgbm.org/object/B100057345,17118,"Someren, V.G.L.","Someren, V.G.L.v.",0.64
17127,Sonntag,K.,,,,,,,"Sonntag, K.",6,http://id.snsb.info/snsb/collection/25317/34095/24881,493,"Sonntag, K.","Sonntag, C.O.",0.64
17462,Still,,,,,,,,Still,5,https://je.jacq.org/JE00006447,4335,Still,"Still, A.L.",0.64
17671,Sutherland,P.C.,,,,,,,"Sutherland, P.C.",2,https://herbarium.bgbm.org/object/B200154139,11805,"Sutherland, P.C.","Sutherland, J.",0.64
17678,Suárez,C.I.,,,,,,,"Suárez, C.I.",4,https://herbarium.bgbm.org/object/B101209960,6465,"Suárez, C.I.","Suárez, C.",0.64
18132,Tillet,P.,,,,,,,"Tillet, P.",1,https://je.jacq.org/JE00002966,8776,"Tillet, P.","Tillet, M.",0.64
18492,Ugent,V.,,,,,,,"Ugent, V.",2,https://herbarium.bgbm.org/object/B100247177,3308,"Ugent, V.","Ugent, D.",0.64
18565,Urquiola Cruz,A.J.,,,,,,,"Urquiola Cruz, A.J.",3,https://herbarium.bgbm.org/object/B100387569,16700,"Urquiola Cruz, A.J.","Urquiola, A.J.",0.64
18902,Villars,P.,,,,,,,"Villars, P.",17,https://dr.jacq.org/DR009275,5249,"Villars, P.","Villars, D.",0.64
18958,Vogel,P.,,,,,,,"Vogel, P.",6,https://dr.jacq.org/DR057820,18243,"Vogel, P.","Vogel, J.",0.64
19055,Vásquez,O.,,,,,,,"Vásquez, O.",1,https://herbarium.bgbm.org/object/B101248719,15139,"Vásquez, O.","Vásquez, R.",0.64
19078,Wagener,,,,,,,,Wagener,3,https://herbarium.bgbm.org/object/B200050092,3812,Wagener,"Wagener, P.C.",0.64
19440,West,W.H.,,,,,,,"West, W.H.",1,https://herbarium.bgbm.org/object/B101116036,2906,"West, W.H.","West, W.",0.64
19648,Wilms,D.,,,,,,,"Wilms, D.",1,https://dr.jacq.org/DR048612,9778,"Wilms, D.","Wilms, F.",0.64
19728,Witte,G.,,,,,,,"Witte, G.",2,https://herbarium.bgbm.org/object/B100160924,9212,"Witte, G.","Witte, G.d.",0.64
19782,Woloszczak,E.,,,,,,,"Woloszczak, E.",4,https://je.jacq.org/JE00003169,12247,"Woloszczak, E.","Wołoszczak, E.",0.64
19853,Wulff,J.,,,,,,,"Wulff, J.",1,https://herbarium.bgbm.org/object/B100263170,8531,"Wulff, J.","Wulff, A.",0.64
19884,Wölfel,O.,,,,,,,"Wölfel, O.",1,https://dr.jacq.org/DR058055,16083,"Wölfel, O.","Wölfel, G.",0.64
20223,d'Orbigny,A.C.V.D.,,,,,,,"d'Orbigny, A.C.V.D.",1,http://id.snsb.info/snsb/collection/675524/736247/382278,19695,"d'Orbigny, A.C.V.D.","d'Orbigny, A.",0.64
94,Aeberhard,H.,,,,,,,"Aeberhard, H.",9,https://herbarium.bgbm.org/object/B700008470,3326,"Aeberhard, H.","Aeberhardt, H.",0.65
240,Aldén,B.,,,,,,,"Aldén, B.",5,https://herbarium.bgbm.org/object/B100526211,608,"Aldén, B.","Aldén, B.G.",0.65
335,Alvarez,L.E.,,,,,,,"Alvarez, L.E.",6,http://id.snsb.info/snsb/collection/503202/624448/281984,1224,"Alvarez, L.E.","Alvarez, L.V.",0.65
337,Alvarez,M.G.,,,,,,,"Alvarez, M.G.",7,https://herbarium.bgbm.org/object/B101189180,13367,"Alvarez, M.G.","Alvarez, M.C.",0.65
435,Andreeva,I.,,,,,,,"Andreeva, I.",3,http://id.snsb.info/snsb/collection/475869/585976/257169,1184,"Andreeva, I.","Andreeva, S.A.",0.65
787,Bachmann,F.E.T.,,,,,,,"Bachmann, F.E.T.",6,https://je.jacq.org/JE04005550,6071,"Bachmann, F.E.T.","Bachmann, F.E.",0.65
918,Baral,H.O.,,,,,,,"Baral, H.O.",3,https://herbarium.bgbm.org/object/B700004747,16116,"Baral, H.O.","Baral, H.",0.65
951,Barker,C.F.,,,,,,,"Barker, C.F.",1,https://herbarium.bgbm.org/object/B700016335,14306,"Barker, C.F.","Barker, C.",0.65
964,Barnard,F.,,,,,,,"Barnard, F.",1,https://dr.jacq.org/DR052799,5723,"Barnard, F.","Barnard, F.K.",0.65
1071,Bauer,F.L.,,,,,,,"Bauer, F.L.",2,https://herbarium.bgbm.org/object/B200195168,7345,"Bauer, F.L.","Bauer, F.",0.65
1072,Bauer,F.W.,,,,,,,"Bauer, F.W.",1,https://herbarium.bgbm.org/object/B200129650B,13940,"Bauer, F.W.","Bauer, F.",0.65
1090,Baumgart,,,,,,,,Baumgart,5,https://dr.jacq.org/DR058136,8624,Baumgart,"Baumgartner, J.",0.65
1156,Beck,J.,,,,,,,"Beck, J.",1,https://herbarium.bgbm.org/object/B100599219,8939,"Beck, J.","Beck, J.B.",0.65
1278,Benítez,M.,,,,,,,"Benítez, M.",4,https://herbarium.bgbm.org/object/B100032013,6657,"Benítez, M.","Benítez, G.",0.65
1346,Bernardi,J.C.,,,,,,,"Bernardi, J.C.",1,https://herbarium.bgbm.org/object/B100630680,5634,"Bernardi, J.C.","Bernardi, A.",0.65
1360,Bernhardi,T.,,,,,,,"Bernhardi, T.",3,https://herbarium.bgbm.org/object/B100277922,10298,"Bernhardi, T.","Bernhardi, J.J.",0.65
1496,Billet,F.,,,,,,,"Billet, F.",1,https://herbarium.bgbm.org/object/B100630437,3,"Billet, F.","Billet, A.",0.65
1533,Bischoff,G.G.,,,,,,,"Bischoff, G.G.",6,https://herbarium.bgbm.org/object/B100721795,95,"Bischoff, G.G.","Bischoff, G.W.",0.65
1706,Boissier,P.E.,,,,,,,"Boissier, P.E.",578,http://id.snsb.info/snsb/collection/119089/177888/120029,8897,"Boissier, P.E.","Boissier, E.",0.65
1756,Bond,R.,,,,,,,"Bond, R.",3,https://herbarium.bgbm.org/object/B180010706,7511,"Bond, R.","Bond, R.M.",0.65
1802,Borbás,,,,,,,,Borbás,6,https://herbarium.bgbm.org/object/B101116011,6535,Borbás,"Borbás, V.v.",0.65
